date	n	r L1_alb	prob	cpue_r L1_alb	prob	n	r L2_alb	prob	cpue_r L2_alb	prob	n	r L3_alb	prob	cpue_r L3_alb	prob	n	r L4_alb	prob	cpue_r L4_alb	prob	n	r L5_alb	prob	cpue_r L5_alb	prob	n	r L6_alb	prob	cpue_r L6_alb	prob	n	r L7_alb	prob	cpue_r L7_alb	prob	n	r T8_alb	prob	cpue_r T8_alb	prob	n	r G9_alb	prob	cpue_r G9_alb	prob	n	r L10_alb	prob	cpue_r L10_alb	prob	n	r L11_alb	prob	cpue_r L11_alb	prob	n	r L12_alb	prob	cpue_r L12_alb	prob	n	r L13_alb	prob	cpue_r L13_alb	prob	n	r L14_alb	prob	cpue_r L14_alb	prob	n	r L15_alb	prob	cpue_r L15_alb	prob	n	r L16_alb	prob	cpue_r L16_alb	prob	
4-1991	20	0.159665	0.501329	0.224228	0.341915	14	-0.208509	0.474391	0.650452	0.0117766	5	0.88651	0.0451059	-0.51601	0.373444	20	1	5.17831e-112	1	7.54617e-102	4	0.972496	0.0275038	-0.571022	0.428978	110	1	0	1	0	0	0	1	0	1	64	1	5.08451e-284	1	1.3303e-274	0	0	1	0	1	8	-0.0587285	0.890137	0.0471107	0.911798	0	0	1	0	1	9	0.0428823	0.912775	0.342109	0.367506	3	0.620055	0.57422	-0.0317923	0.979757	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	
5-1991	19	0.744315	0.000257613	0.318043	0.184519	20	0.647168	0.00203973	0.752164	0.000130675	8	0.952521	0.000258139	-0.170844	0.685846	44	1	6.94198e-240	1	2.95951e-226	7	0.885778	0.00795655	0.488035	0.266521	147	1	0	1	0	0	0	1	0	1	20	1	9.49609e-179	1	7.85304e-131	0	0	1	0	1	11	0.0421195	0.90214	-0.126539	0.710829	0	0	1	0	1	5	0.628712	0.255915	0.415291	0.486854	4	0.964558	0.0354421	0.502145	0.497855	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	
6-1991	16	0.863804	1.6137e-05	0.230412	0.390602	30	0.909578	3.41708e-12	0.691204	2.34614e-05	11	0.877162	0.000390144	0.161554	0.635099	52	1	9.62976e-304	1	4.31511e-292	3	0.999994	0.0021961	0.948992	0.204211	202	1	0	1	0	3	0.230778	0.851746	0.957993	0.185178	0	0	1	0	1	0	0	1	0	1	17	0.789591	0.000163502	-0.142435	0.585524	0	0	1	0	1	2	0.817875	-nan	0.646329	-nan	3	0.562308	0.619827	-0.557856	0.623248	0	0	1	0	1	2	1	-nan	1	-nan	0	0	1	0	1	
7-1991	14	0.813533	0.000400808	0.15689	0.592211	32	0.681678	1.7411e-05	0.563019	0.000794345	9	0.723496	0.0275799	-0.158347	0.684083	77	1	0	1	0	4	0.999565	0.000435208	0.555002	0.444998	155	1	0	1	0	4	0.974113	0.0258873	0.677641	0.322359	0	0	1	0	1	0	0	1	0	1	18	0.811052	4.43003e-05	0.0124305	0.960956	0	0	1	0	1	3	0.597713	0.592153	0.747194	0.462801	1	-nan	-nan	-nan	-nan	0	0	1	0	1	3	0.999879	0.00990539	0.682258	0.521996	0	0	1	0	1	
8-1991	16	0.497011	0.0501592	-0.324344	0.220346	35	0.823152	1.27983e-09	0.448805	0.00684527	13	0.958478	2.4717e-07	0.717353	0.00577508	48	1	1.08116e-284	1	5.20106e-265	1	-nan	-nan	-nan	-nan	227	1	0	1	0	2	1	-nan	-1	-nan	0	0	1	0	1	0	0	1	0	1	24	0.672263	0.000320291	-0.22495	0.290595	0	0	1	0	1	0	0	1	0	1	5	0.982352	0.00280686	-0.725541	0.165314	0	0	1	0	1	2	-1	-nan	-1	-nan	0	0	1	0	1	
9-1991	16	0.933293	1.31969e-07	-0.295898	0.265824	33	0.963465	2.70234e-19	0.652928	3.81119e-05	14	0.895039	1.53433e-05	0.575935	0.0311292	41	1	8.81977e-251	1	7.55936e-228	4	0.991454	0.00854606	-0.620455	0.379545	183	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	22	0.660036	0.000830088	-0.37445	0.0859954	0	0	1	0	1	0	0	1	0	1	1	-nan	-nan	-nan	-nan	0	0	1	0	1	4	0.966147	0.0338529	0.735886	0.264114	0	0	1	0	1	
10-1991	10	0.976844	1.22315e-06	-0.301143	0.397809	26	0.929016	7.493e-12	0.595243	0.00133741	12	0.934988	8.19562e-06	0.705889	0.0103082	69	1	0	1	0	4	0.932296	0.0677035	0.248864	0.751136	137	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	19	0.470384	0.0421094	-0.265274	0.272372	0	0	1	0	1	1	0.835671	-nan	0.904943	-nan	2	1	-nan	-1	-nan	0	0	1	0	1	5	0.749747	0.144507	-0.998796	5.01508e-05	0	0	1	0	1	
11-1991	8	0.995899	1.71889e-07	-0.756274	0.0299011	21	0.91399	7.05566e-09	0.828453	3.51556e-06	11	0.86737	0.000542899	-0.36456	0.270331	60	1	0	1	0	4	0.99815	0.0018497	0.933145	0.0668547	89	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	14	0.706202	0.00475859	0.317757	0.268253	0	0	1	0	1	2	0.40107	-nan	0.841251	-nan	3	0.966346	0.165629	0.186092	0.880836	0	0	1	0	1	2	1	-nan	1	-nan	0	0	1	0	1	
12-1991	4	0.999287	0.000712634	-0.550993	0.449007	26	0.874387	5.28843e-09	0.592318	0.00143222	11	0.874889	0.000422259	-0.0302324	0.929688	52	1	5.28449e-314	1	3.01457e-304	4	0.926807	0.0731926	0.461694	0.538306	84	1	0	1	0	2	0.982435	-nan	0.639568	-nan	114	1	0	1	0	0	0	1	0	1	12	0.816783	0.0011848	0.68361	0.0142409	0	0	1	0	1	0	0	1	0	1	3	0.996425	0.0538444	0.999427	0.0215451	0	0	1	0	1	4	0.965809	0.0341913	0.615922	0.384078	0	0	1	0	1	
1-1992	6	0.52853	0.281026	-0.688874	0.130141	22	0.709793	0.000215577	0.701643	0.000273775	14	0.790358	0.00076707	0.529762	0.0513688	48	1	6.47741e-274	1	4.65962e-264	1	-nan	-nan	-nan	-nan	139	1	0	1	0	3	0.951045	0.200023	0.726294	0.482483	185	0.999975	0	0.999979	0	0	0	1	0	1	8	0.889831	0.00307272	0.724751	0.0419636	0	0	1	0	1	2	0.59098	-nan	0.828875	-nan	2	1	-nan	-1	-nan	30	1	1.02097e-187	1	2.64934e-187	1	-nan	-nan	-nan	-nan	0	0	1	0	1	
2-1992	6	0.276161	0.596289	-0.108353	0.838107	21	0.761834	5.99898e-05	0.653955	0.0013018	0	0	1	0	1	38	1	8.06913e-235	1	1.16948e-224	2	1	-nan	1	-nan	132	1	0	1	0	2	1	-nan	1	-nan	232	1	0	1	0	0	0	1	0	1	7	0.603675	0.151199	0.0968383	0.836372	0	0	1	0	1	2	0.684646	-nan	0.799461	-nan	2	-1	-nan	1	-nan	55	1	0	1	0	3	-0.991581	0.082666	0.97731	0.135873	0	0	1	0	1	
3-1992	16	0.144127	0.594354	0.501697	0.0477006	18	0.946585	2.81609e-09	0.544684	0.019422	0	0	1	0	1	42	1	1.74166e-273	1	4.63555e-257	3	0.905416	0.279118	0.880053	0.315014	118	1	0	1	0	3	0.0722905	0.953938	0.874339	0.32259	222	1	0	1	0	0	0	1	0	1	9	0.0827595	0.832363	-0.116088	0.766147	0	0	1	0	1	1	0.99572	-nan	0.882317	-nan	3	0.955875	0.189823	-0.613026	0.579904	71	1	0	1	0	3	0.910876	0.270815	0.854882	0.347259	0	0	1	0	1	
4-1992	9	0.365306	0.333675	0.55225	0.123123	18	0.763786	0.000225017	0.77211	0.000173776	0	0	1	0	1	28	1	6.25523e-171	1	5.76222e-144	3	0.499602	0.666959	0.940872	0.220017	124	1	0	1	0	3	-0.263758	0.830076	0.674398	0.528806	95	1	0	1	0	0	0	1	0	1	12	-0.0362305	0.910995	-0.176916	0.582286	0	0	1	0	1	1	0.985925	-nan	0.912398	-nan	4	0.903969	0.0960312	-0.888136	0.111864	69	1	0	1	0	3	0.937633	0.226024	-0.989248	0.0934391	0	0	1	0	1	
5-1992	14	0.761068	0.00156949	0.330342	0.248689	27	0.653998	0.000215648	0.674239	0.000115117	11	0.920516	5.86816e-05	0.108382	0.751093	48	1	9.39191e-259	1	1.51209e-235	2	1	-nan	-1	-nan	136	1	0	1	0	0	0	1	0	1	13	1	-nan	5.77592e-10	1	0	0	1	0	1	14	0.0579095	0.84411	-0.054951	0.851992	0	0	1	0	1	2	1	-nan	-1	-nan	3	0.953303	0.195318	-0.934756	0.231236	48	1	4.86394e-229	1	1.22905e-214	4	0.997262	0.00273781	0.310357	0.689643	0	0	1	0	1	
6-1992	14	0.753362	0.00186447	0.328591	0.251357	29	0.784	4.87447e-07	0.243309	0.203431	12	0.976054	5.95639e-08	0.523554	0.0806476	42	1	1.13043e-228	1	2.84903e-213	5	0.709053	0.179941	-0.234411	0.704296	151	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	21	0.600331	0.00401041	-0.347774	0.122396	0	0	1	0	1	4	0.903982	0.0960181	0.71677	0.28323	4	0.940475	0.0595252	-0.883858	0.116142	65	1	0	1	0	1	-nan	-nan	-nan	-nan	0	0	1	0	1	
7-1992	23	0.803909	3.8167e-06	-0.115838	0.598653	37	0.686691	2.69374e-06	0.452433	0.00493107	10	0.828892	0.00303375	0.229292	0.523973	55	1	0	1	2.90549e-307	6	0.970117	0.00132617	-0.271378	0.602926	174	1	0	1	0	4	0.987374	0.0126259	0.565366	0.434634	0	0	1	0	1	0	0	1	0	1	23	0.652217	0.000744681	-0.221124	0.310603	0	0	1	0	1	2	1	-nan	1	-nan	4	0.997631	0.002369	-0.379523	0.620477	70	1	0	1	0	2	1	-nan	1	-nan	0	0	1	0	1	
8-1992	19	0.732706	0.000359702	-0.170351	0.485644	35	0.782134	2.87861e-08	0.558339	0.00049115	9	0.891461	0.0012455	0.673578	0.0466951	48	1	6.95402e-305	1	6.49706e-281	2	1	-nan	1	-nan	193	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	19	0.468009	0.043302	-0.280631	0.244518	0	0	1	0	1	7	0.942923	0.0014494	0.480926	0.2746	2	1	-nan	-1	-nan	32	1	6.1739e-166	1	2.29782e-142	3	0.871886	0.325794	-0.966763	0.164596	0	0	1	0	1	
9-1992	14	0.944688	3.66761e-07	0.520728	0.0562381	35	0.86658	1.72183e-11	0.510066	0.00174684	13	0.957342	2.86083e-07	0.480223	0.0967288	36	1	6.69448e-223	1	3.03169e-207	5	0.988381	0.00150085	-0.245961	0.690019	279	1	0	1	0	0	0	1	0	1	7	1	1.05956e-35	-0.0403034	0.931634	0	0	1	0	1	22	0.201734	0.367966	-0.438448	0.0412371	0	0	1	0	1	10	0.604981	0.0638715	0.0333392	0.927151	2	1	-nan	-1	-nan	65	1	0	1	0	2	-1	-nan	-1	-nan	0	0	1	0	1	
10-1992	7	0.799593	0.0308989	0.942778	0.00145852	35	0.815576	2.40774e-09	0.590553	0.000187994	12	0.976046	5.96675e-08	0.268553	0.398675	49	1	4.2652e-295	1	8.79198e-280	6	0.947162	0.00411402	0.836853	0.0377542	141	1	0	1	0	0	0	1	0	1	30	1	4.49269e-177	1	1.46948e-170	0	0	1	0	1	24	0.705775	0.000116681	-0.108412	0.614088	0	0	1	0	1	6	0.098274	0.853064	0.251807	0.630273	3	0.985758	0.107571	-0.997125	0.0482867	38	1	4.15489e-208	1	1.71017e-191	3	0.999009	0.0283385	0.847882	0.355754	0	0	1	0	1	
11-1992	0	0	1	0	1	34	0.701209	3.85264e-06	0.749843	3.3184e-07	16	0.8312	6.6176e-05	-0.222304	0.407945	41	1	1.12906e-218	1	5.01582e-211	3	0.994313	0.0679284	0.588075	0.599772	162	1	0	1	0	0	0	1	0	1	39	1	3.25427e-215	1	2.39484e-204	0	0	1	0	1	18	0.896354	4.81577e-07	0.591754	0.00968235	0	0	1	0	1	3	0.756981	0.453347	0.798039	0.411742	4	0.981459	0.0185415	0.470005	0.529995	0	0	1	0	1	3	0.874328	0.322605	-0.999303	0.0237646	0	0	1	0	1	
12-1992	0	0	1	0	1	28	0.476498	0.0103635	0.501975	0.00649277	14	0.776151	0.00109966	-0.38878	0.169493	36	1	2.83594e-233	1	7.618e-225	3	0.962271	0.175431	0.671929	0.530932	92	1	0	1	0	0	0	1	0	1	143	1	0	1	0	0	0	1	0	1	13	0.930297	4.04123e-06	0.591862	0.0330946	0	0	1	0	1	4	0.768403	0.231597	0.724317	0.275683	2	-1	-nan	1	-nan	0	0	1	0	1	3	0.891271	0.299629	0.668146	0.534176	1	-nan	-nan	-nan	-nan	
1-1993	2	1	-nan	-1	-nan	24	0.399055	0.0533942	0.61988	0.00123431	27	0.92607	4.44624e-12	0.245114	0.217842	24	1	1.92804e-168	1	1.01112e-155	6	0.901017	0.0142114	0.743311	0.0903771	179	1	0	1	0	1	-nan	-nan	-nan	-nan	193	1	0	1	0	0	0	1	0	1	13	0.908207	1.75888e-05	0.578607	0.0382924	0	0	1	0	1	5	0.833949	0.0791722	0.75402	0.14092	2	-1	-nan	1	-nan	0	0	1	0	1	3	0.416093	0.726798	-0.977303	0.135895	1	-nan	-nan	-nan	-nan	
2-1993	10	0.578232	0.0799462	-0.455273	0.186111	19	0.791868	5.34459e-05	0.567454	0.0112757	25	0.926703	2.95447e-11	0.0143123	0.945865	28	1	-nan	1	1.20403e-184	6	0.818867	0.0462425	0.761855	0.0783166	149	1	0	1	0	3	-0.617011	0.576687	-0.925701	0.246952	161	1	0	1	0	0	0	1	0	1	7	0.108859	0.816289	0.00844732	0.98566	0	0	1	0	1	4	0.902759	0.0972405	0.71467	0.28533	3	0.980809	0.124922	-0.202072	0.870465	0	0	1	0	1	2	-1	-nan	-1	-nan	0	0	1	0	1	
3-1993	12	0.587269	0.0446745	0.0903793	0.779987	16	0.823739	8.77097e-05	0.296272	0.26519	18	0.922674	5.03216e-08	-0.127757	0.613423	36	1	1.12593e-220	1	1.3707e-205	7	0.920261	0.00330237	-0.0505228	0.914339	142	1	0	1	0	5	0.517254	0.372088	0.901072	0.0367926	145	1	0	1	0	0	0	1	0	1	8	0.122222	0.773105	0.333986	0.418787	0	0	1	0	1	6	0.646276	0.165552	-0.566261	0.241395	4	0.925221	0.0747792	-0.995864	0.00413603	12	1	4.49036e-65	0.184425	0.566105	1	-nan	-nan	-nan	-nan	0	0	1	0	1	
4-1993	13	0.887585	5.14699e-05	0.387119	0.191277	16	-0.125199	0.644084	0.40541	0.119263	20	0.911529	2.27939e-08	-0.0259249	0.913605	28	1	1.05433e-165	1	1.18666e-156	5	0.690311	0.196989	0.693989	0.193609	155	1	0	1	0	4	0.437952	0.562048	0.807304	0.192696	97	1	0	1	0	0	0	1	0	1	9	-0.158668	0.683469	-0.0148057	0.969844	0	0	1	0	1	9	0.730953	0.0252652	0.150205	0.6997	2	-1	-nan	-1	-nan	42	1	3.31802e-248	1	1.0265e-233	2	1	-nan	1	-nan	0	0	1	0	1	
5-1993	16	0.80309	0.000179638	0.227566	0.396645	21	0.193506	0.400661	0.266156	0.243542	30	0.844954	4.28815e-09	-0.320108	0.0846153	58	1	0	1	0	5	0.979556	0.00349816	0.0514735	0.934491	183	1	0	1	0	8	0.0957054	0.821645	0.56139	0.147643	39	1	4.55255e-233	1	3.77515e-225	0	0	1	0	1	16	0.00195087	0.994279	-0.219665	0.413677	1	-nan	-nan	-nan	-nan	6	0.0247366	0.962903	0.233807	0.65568	2	1	-nan	-1	-nan	60	1	0	1	0	0	0	1	0	1	0	0	1	0	1	
6-1993	18	0.938586	8.38373e-09	0.324196	0.189355	30	0.478046	0.00754262	0.465633	0.00951141	23	0.852108	2.47285e-07	-0.0969249	0.659972	36	1	2.3554e-209	1	3.06621e-197	5	0.887232	0.0446816	0.688761	0.198418	201	1	0	1	0	0	0	1	0	1	26	1	1.86521e-134	1	2.60678e-120	0	0	1	0	1	16	0.866792	1.39309e-05	-0.111027	0.68228	1	-nan	-nan	-nan	-nan	7	0.573245	0.178501	0.161113	0.730023	2	-1	-nan	-1	-nan	32	1	2.04821e-204	1	2.28073e-186	0	0	1	0	1	0	0	1	0	1	
7-1993	15	0.802189	0.000320453	-0.381265	0.160866	33	0.629026	8.82088e-05	0.0714482	0.692755	24	0.784696	5.63883e-06	-0.221906	0.297345	48	1	3.95304e-271	1	4.7757e-254	4	0.971326	0.0286739	-0.595101	0.404899	210	1	0	1	0	0	0	1	0	1	18	1	1.43421e-99	1	2.45329e-99	0	0	1	0	1	17	0.615173	0.0085788	0.0662442	0.800574	1	-nan	-nan	-nan	-nan	6	0.764649	0.076567	0.596298	0.211566	3	0.997299	0.0468026	0.585952	0.601441	12	1	2.05142e-67	1.63464e-10	1	0	0	1	0	1	0	0	1	0	1	
8-1993	11	0.961039	2.51687e-06	-0.124113	0.716172	27	0.49608	0.00849636	0.170532	0.395082	20	0.825891	7.28404e-06	0.00754836	0.974804	44	1	2.48057e-258	1	5.3158e-244	3	0.961917	0.176257	0.278489	0.820333	262	1	0	1	0	0	0	1	0	1	19	1	2.39101e-106	1	1.88501e-99	0	0	1	0	1	25	0.392439	0.0523321	-0.175408	0.401655	1	-nan	-nan	-nan	-nan	14	0.758261	0.00167228	0.715808	0.00398954	2	1	-nan	1	-nan	49	1	5.95837e-258	1	4.0045e-277	0	0	1	0	1	0	0	1	0	1	
9-1993	5	0.962511	0.00866417	0.276571	0.652401	32	0.363423	0.0408998	0.0108601	0.952959	28	0.898022	9.15845e-11	0.494199	0.00751658	44	1	1.47394e-277	1	3.03195e-261	1	-nan	-nan	-nan	-nan	232	1	0	1	0	3	0.993764	0.0711332	0.0711512	0.954665	18	1	5.04534e-106	1	3.56059e-98	0	0	1	0	1	24	0.164637	0.442034	-0.289861	0.169465	1	-nan	-nan	-nan	-nan	12	0.141354	0.661239	0.602947	0.0379595	2	-1	-nan	-1	-nan	54	1	1.04751e-302	1	9.48674e-236	0	0	1	0	1	0	0	1	0	1	
10-1993	0	0	1	0	1	30	0.50359	0.00455398	0.457156	0.0110912	30	0.937913	2.11384e-14	0.227532	0.226575	62	1	0	1	0	3	0.938325	0.224753	0.988646	0.0960225	133	1	0	1	0	3	0.999497	0.0202023	0.536721	0.639326	30	1	2.29513e-175	1	1.16733e-165	0	0	1	0	1	19	0.85628	2.89803e-06	-0.00145465	0.995284	1	-nan	-nan	-nan	-nan	11	0.168228	0.62099	0.538726	0.0872864	2	1	-nan	-1	-nan	57	1	7.9091e-306	1	9.38216e-278	0	0	1	0	1	0	0	1	0	1	
11-1993	0	0	1	0	1	33	0.841674	8.43719e-10	0.667126	2.23476e-05	24	0.945069	3.66818e-12	0.242655	0.253255	47	1	2.9237e-267	1	9.15729e-258	0	0	1	0	1	111	1	0	1	0	3	0.870793	0.327212	0.542959	0.634608	39	1	1.26108e-214	1	6.24895e-211	0	0	1	0	1	23	0.771256	1.64624e-05	0.6648	0.000538972	1	-nan	-nan	-nan	-nan	6	0.19995	0.704072	0.752636	0.0842158	3	0.935222	0.230399	0.963717	0.172017	55	1	1.24505e-321	1	1.60102e-301	0	0	1	0	1	0	0	1	0	1	
12-1993	2	-1	-nan	1	-nan	25	0.937124	5.33393e-12	0.523303	0.00726648	31	0.967271	8.09274e-19	0.641537	0.00010049	60	1	0	1	0	2	1	-nan	1	-nan	88	1	0	1	0	4	0.972739	0.0272615	0.615389	0.384611	83	1	0	1	0	0	0	1	0	1	11	0.751209	0.00769759	0.590836	0.0556134	1	-nan	-nan	-nan	-nan	4	0.991151	0.0088487	0.833979	0.166021	2	1	-nan	1	-nan	16	1	1.74439e-89	0	1	0	0	1	0	1	0	0	1	0	1	
1-1994	4	0.994749	0.00525133	0.778268	0.221732	13	0.946995	9.25812e-07	0.559115	0.0469772	34	0.977478	3.4267e-23	0.2678	0.125709	53	1	0	1	0	0	0	1	0	1	73	1	0	1	0	6	0.375416	0.463331	-0.123588	0.815561	167	1	0	1	0	0	0	1	0	1	10	0.721423	0.0185223	0.6367	0.0477568	1	-nan	-nan	-nan	-nan	4	0.994959	0.00504098	0.795937	0.204063	4	0.877528	0.122472	0.778458	0.221542	73	1	0	1	0	3	0.997212	0.0475519	-0.00955852	0.993915	0	0	1	0	1	
2-1994	11	0.346476	0.296567	0.322659	0.333164	8	0.994959	3.18974e-07	0.52052	0.185984	30	0.913918	1.76373e-12	0.400877	0.0281346	59	1	0	1	0	2	1	-nan	-1	-nan	81	1	0	1	0	4	0.414657	0.585343	0.146906	0.853094	220	1	0	1	0	0	0	1	0	1	10	0.239384	0.505337	0.605849	0.0633889	1	-nan	-nan	-nan	-nan	5	0.724137	0.166546	0.474241	0.419644	4	0.998848	0.00115238	0.835601	0.164399	80	1	0	1	0	4	0.999513	0.000486829	-0.953226	0.0467738	0	0	1	0	1	
3-1994	10	0.502292	0.139008	0.0700962	0.847416	23	0.283297	0.190228	0.397718	0.0601899	23	0.970472	1.89632e-14	0.143023	0.51503	45	1	4.63752e-258	1	3.9121e-263	1	-nan	-nan	-nan	-nan	85	1	0	1	0	3	0.841299	0.363583	-0.944225	0.213625	98	1	0	1	0	0	0	1	0	1	7	0.605375	0.149741	0.171816	0.712602	1	-nan	-nan	-nan	-nan	5	0.945712	0.0150599	0.644626	0.24029	4	0.859397	0.140603	0.648502	0.351498	63	1	2.66795e-322	1	1.25527e-296	4	0.984547	0.0154534	0.501931	0.498069	0	0	1	0	1	
4-1994	14	0.845407	0.000140034	-0.193943	0.506457	25	0.328588	0.108775	0.622505	0.000890333	29	0.956495	5.69481e-16	0.115157	0.551947	26	1	9.27479e-138	1	7.79489e-126	3	0.114	0.927267	0.999259	0.0245088	111	1	0	1	0	4	-0.861151	0.138849	0.548989	0.451011	95	1	0	1	0	0	0	1	0	1	11	0.360363	0.276299	0.0499134	0.884128	0	0	1	0	1	7	0.37215	0.411044	0.547027	0.203803	4	0.913093	0.0869074	-0.815617	0.184383	38	1	7.16782e-196	1	2.68025e-171	5	0.926769	0.0235262	-0.44355	0.454361	0	0	1	0	1	
5-1994	15	0.991171	8.5596e-13	0.24777	0.373273	16	0.191458	0.477503	-0.0793243	0.770272	33	0.949154	4.10763e-17	-0.00975169	0.957046	49	1	1.0263e-264	1	7.28802e-257	0	0	1	0	1	145	1	0	1	0	5	0.182662	0.768727	0.726458	0.16451	69	1	0	1	0	0	0	1	0	1	23	-0.00184409	0.993337	0.0754541	0.73222	0	0	1	0	1	8	0.935176	0.000648324	0.477067	0.231954	4	0.992656	0.00734431	-0.832328	0.167672	75	1	0	1	0	2	1	-nan	-1	-nan	0	0	1	0	1	
6-1994	18	0.905519	2.36543e-07	0.045797	0.856803	29	0.37779	0.0433262	0.0796104	0.681432	38	0.865412	2.37597e-12	-0.113541	0.497308	62	1	0	1	0	0	0	1	0	1	136	1	0	1	0	8	0.10725	0.800443	0.356371	0.386223	14	1	4.71272e-72	4.82103e-11	1	0	0	1	0	1	18	0.6453	0.00382723	-0.293433	0.237287	0	0	1	0	1	6	0.908404	0.0122005	0.629696	0.180299	2	1	-nan	1	-nan	48	1	1.42926e-234	1	9.94109e-217	2	-1	-nan	-1	-nan	0	0	1	0	1	
7-1994	13	0.870623	0.00010778	0.182584	0.550483	25	0.0944863	0.65325	0.685076	0.000157826	31	0.808957	3.63976e-08	-0.124562	0.504362	70	1	0	1	0	3	0.99505	0.0633668	-0.990473	0.0879477	159	1	0	1	0	0	0	1	0	1	18	1	3.32395e-101	1	2.36184e-93	0	0	1	0	1	26	0.500111	0.0092755	-0.147471	0.47219	0	0	1	0	1	11	0.804794	0.00280945	0.732244	0.0103967	2	1	-nan	-1	-nan	43	1	2.29733e-205	1	1.25916e-193	3	0.991382	0.0836399	-0.131025	0.916346	0	0	1	0	1	
8-1994	10	0.966488	5.29936e-06	0.64608	0.0435721	18	0.561788	0.0152535	-0.0122461	0.961535	22	0.793698	1.04207e-05	0.288938	0.19218	56	1	3.80431e-322	1	3.07889e-290	4	0.860013	0.139987	0.415206	0.584794	153	1	0	1	0	4	0.589712	0.410288	0.555432	0.444568	7	1	5.26991e-33	-nan	-nan	0	0	1	0	1	29	0.475971	0.00905684	-0.00473454	0.980554	0	0	1	0	1	16	0.809492	0.000145153	0.635192	0.00819556	5	0.998942	4.13159e-05	0.812888	0.0943852	44	1	2.35279e-221	1	2.91218e-189	3	0.999924	0.0078364	-0.260948	0.83193	0	0	1	0	1	
9-1994	8	0.968425	7.68499e-05	0.709499	0.0487114	20	0.85957	1.19801e-06	0.325707	0.161101	27	0.916154	2.03012e-11	0.310701	0.114707	69	1	0	1	0	4	0.937614	0.0623859	0.580075	0.419925	148	1	0	1	0	5	0.953766	0.0118508	-0.165348	0.790435	7	1	9.3857e-33	1.45535e-10	1	0	0	1	0	1	22	0.647321	0.00112776	-0.355269	0.10469	0	0	1	0	1	16	0.744975	0.000928592	0.813713	0.000125581	4	0.950628	0.0493719	-0.741927	0.258073	73	1	0	1	0	4	0.99917	0.000830399	0.592743	0.407257	0	0	1	0	1	
10-1994	1	-nan	-nan	-nan	-nan	28	0.890004	2.33792e-10	0.240016	0.218614	17	0.771757	0.000284553	0.115344	0.659339	44	1	6.61291e-261	1	2.28722e-241	5	0.89991	0.0374359	0.293151	0.632166	151	1	0	1	0	0	0	1	0	1	18	1	1.60116e-92	1	2.69535e-95	0	0	1	0	1	15	0.716939	0.00262975	-0.0487811	0.862935	0	0	1	0	1	15	0.348339	0.203238	0.648534	0.00891532	7	0.999188	3.61106e-08	0.162883	0.727136	75	1	0	1	1.67504e-312	3	0.995557	0.0600313	-0.946452	0.209278	0	0	1	0	1	
11-1994	3	0.919522	0.257152	0.488493	0.675094	25	0.793924	2.17245e-06	0.40992	0.0418412	17	0.892968	1.4108e-06	0.288232	0.261902	38	1	1.09805e-225	1	1.57302e-212	3	-0.730432	0.478638	0.044364	0.971748	136	1	0	1	0	4	0.906813	0.0931868	0.219487	0.780513	51	1	3.03566e-317	1	3.92527e-305	0	0	1	0	1	9	0.779087	0.01334	0.753324	0.019097	0	0	1	0	1	13	0.213507	0.483687	0.546547	0.0532767	3	0.999832	0.0116863	0.993983	0.0698701	74	1	0	1	0	5	0.948861	0.0137754	-0.0600911	0.923536	0	0	1	0	1	
12-1994	0	0	1	0	1	16	0.739894	0.00105038	0.432266	0.0944947	16	0.930216	1.79451e-07	0.648377	0.00659424	58	1	0	1	0	3	0.949963	0.202241	0.87895	0.316489	148	1	0	1	0	4	0.997785	0.00221534	-0.240448	0.759552	130	1	0	1	0	0	0	1	0	1	9	0.809367	0.00821997	0.87881	0.00180865	0	0	1	0	1	12	0.831753	0.000794615	0.554483	0.0613514	4	0.97135	0.0286503	0.845924	0.154076	77	1	0	1	0	3	0.999452	0.0210681	-0.618652	0.575358	0	0	1	0	1	
1-1995	1	-nan	-nan	-nan	-nan	19	0.597176	0.00694089	0.596186	0.00705914	7	0.593152	0.160387	0.938333	0.00175424	46	1	8.43395e-280	1	1.9955e-267	3	0.832582	0.373723	-0.0939294	0.940114	167	1	0	1	0	4	0.716359	0.283641	-0.970755	0.0292453	162	1	0	1	0	0	0	1	0	1	8	0.495489	0.211818	0.614507	0.105001	0	0	1	0	1	13	0.0612194	0.842518	0.628165	0.0215002	5	0.883203	0.0470678	0.246901	0.688859	69	1	0	1	0	0	0	1	0	1	0	0	1	0	1	
