date	n	r L1_alb	prob	cpue_r L1_alb	prob	n	r L2_alb	prob	cpue_r L2_alb	prob	n	r L3_alb	prob	cpue_r L3_alb	prob	n	r L4_alb	prob	cpue_r L4_alb	prob	n	r L5_alb	prob	cpue_r L5_alb	prob	n	r L6_alb	prob	cpue_r L6_alb	prob	n	r L7_alb	prob	cpue_r L7_alb	prob	n	r T8_alb	prob	cpue_r T8_alb	prob	n	r G9_alb	prob	cpue_r G9_alb	prob	n	r L10_alb	prob	cpue_r L10_alb	prob	n	r L11_alb	prob	cpue_r L11_alb	prob	n	r L12_alb	prob	cpue_r L12_alb	prob	n	r L13_alb	prob	cpue_r L13_alb	prob	n	r L14_alb	prob	cpue_r L14_alb	prob	n	r L15_alb	prob	cpue_r L15_alb	prob	n	r L16_alb	prob	cpue_r L16_alb	prob	
2-1995	4	-0.145726	0.854274	0.893439	0.106561	20	0.381911	0.0965799	0.550307	0.0119326	5	-0.0851707	0.891689	-0.669804	0.216131	63	1	0	1	0	4	0.940858	0.0591416	0.59719	0.40281	185	1	0	1	0	4	-0.280517	0.719483	-0.970029	0.0299712	134	1	0	1	0	0	0	1	0	1	8	0.267901	0.521202	0.36191	0.378344	0	0	1	0	1	10	0.748718	0.0127143	0.612734	0.0596449	3	0.772662	0.43785	-0.959012	0.182902	56	1	2.54e-307	1	2.78858e-239	0	0	1	0	1	0	0	1	0	1	
3-1995	12	0.712241	0.00935255	-0.307895	0.330255	9	0.583983	0.0987188	0.818697	0.00696331	7	0.829207	0.0210712	0.363136	0.423352	79	1	0	1	0	3	0.414388	0.727991	-0.987819	0.0994673	197	1	0	1	0	5	-0.582363	0.302869	-0.91474	0.0294999	186	1	0	1	0	0	0	1	0	1	8	-0.109561	0.796211	0.229989	0.583737	0	0	1	0	1	12	0.717136	0.00866238	0.514084	0.0872958	3	0.927396	0.244084	-0.627109	0.568476	74	1	0	1	0	0	0	1	0	1	0	0	1	0	1	
4-1995	14	0.773232	0.00118042	0.121846	0.678177	20	0.699827	0.000592706	0.0677627	0.77652	5	0.62469	0.259905	0.210949	0.733417	59	1	0	1	0	4	0.956398	0.0436018	0.829995	0.170005	170	1	0	1	0	7	-0.028047	0.952405	0.60122	0.153319	85	1	0	1	0	0	0	1	0	1	7	0.248388	0.59121	0.0962235	0.837401	0	0	1	0	1	11	0.818501	0.00206774	0.472951	0.141784	2	1	-nan	-1	-nan	78	1	0	1	0	0	0	1	0	1	0	0	1	0	1	
5-1995	19	0.779059	8.47051e-05	0.314969	0.189033	30	0.340166	0.0658734	0.33049	0.0744638	5	0.91249	0.0306647	0.712072	0.177236	73	1	0	1	0	4	0.806504	0.193496	-0.44855	0.55145	224	1	0	1	0	7	0.441846	0.320922	0.37918	0.401545	50	1	1.59154e-280	1	2.0029e-277	0	0	1	0	1	11	-0.246353	0.46524	-0.0651183	0.849139	0	0	1	0	1	14	0.934478	9.90925e-07	0.439561	0.115798	4	0.994549	0.0054507	-0.846853	0.153147	122	1	0	1	0	0	0	1	0	1	0	0	1	0	1	
6-1995	22	0.82531	2.27302e-06	0.17388	0.438998	29	0.572716	0.00116676	0.410828	0.0268398	9	0.903644	0.000831221	0.65156	0.0572711	52	1	1.42599e-277	1	3.26027e-267	2	-1	-nan	-1	-nan	194	1	0	1	0	4	0.259611	0.740389	0.846508	0.153492	22	1	6.68311e-112	1	6.1656e-101	0	0	1	0	1	17	0.277466	0.280931	-0.166546	0.522908	0	0	1	0	1	12	0.875764	0.000188528	0.420564	0.173405	4	0.990256	0.00974417	0.824177	0.175823	61	1	2.59291e-288	1	5.88137e-252	0	0	1	0	1	0	0	1	0	1	
7-1995	16	0.965227	1.50353e-09	-0.339194	0.198713	32	0.672949	2.44399e-05	0.546956	0.00119807	11	0.961868	2.28724e-06	0.68391	0.020302	50	1	1.05831e-282	1	8.03543e-262	2	1	-nan	1	-nan	256	1	0	1	0	0	0	1	0	1	14	1	5.2312e-74	-3.09946e-11	1	0	0	1	0	1	21	0.229375	0.317223	-0.411173	0.0640644	0	0	1	0	1	14	0.571307	0.032833	0.397266	0.159565	4	0.998819	0.00118148	0.950897	0.0491032	83	1	0	1	0	0	0	1	0	1	0	0	1	0	1	
8-1995	12	0.965948	3.40541e-07	-0.276688	0.383975	33	0.706172	4.39783e-06	0.37856	0.0298268	9	0.974321	8.71278e-06	0.807285	0.00852002	60	1	0	1	3.15795e-318	2	1	-nan	1	-nan	205	1	0	1	0	4	-0.665647	0.334353	-0.933996	0.0660037	7	1	3.68409e-30	-3.29281e-11	1	0	0	1	0	1	21	0.398008	0.073956	-0.405534	0.0681708	0	0	1	0	1	11	0.747739	0.00814799	0.176485	0.603692	4	0.972616	0.0273837	-0.321213	0.678787	104	1	0	1	0	0	0	1	0	1	0	0	1	0	1	
9-1995	7	0.983349	6.81017e-05	0.444879	0.317214	35	0.908404	4.79233e-14	0.663454	1.3992e-05	12	0.932467	9.86986e-06	0.642726	0.0241867	65	1	0	1	0	6	0.758072	0.0807141	-0.721585	0.105482	155	1	0	1	0	0	0	1	0	1	19	1	2.58736e-101	1	1.68144e-92	0	0	1	0	1	22	0.343506	0.117535	-0.228513	0.306368	0	0	1	0	1	11	0.868997	0.000514834	0.388844	0.23724	3	0.998912	0.0296928	-0.922803	0.251785	100	1	0	1	0	0	0	1	0	1	0	0	1	0	1	
10-1995	5	0.934248	0.0200384	-0.0629694	0.919878	39	0.893473	1.98764e-14	0.604223	4.63763e-05	14	0.979381	1.06126e-09	0.471117	0.0890517	65	1	0	1	0	3	0.999489	0.0203502	0.358021	0.766904	218	1	0	1	0	3	-0.560682	0.621078	-0.87383	0.323258	14	1	3.09755e-73	-nan	-nan	0	0	1	0	1	19	0.906523	8.93662e-08	0.251503	0.29896	0	0	1	0	1	11	0.899396	0.000164219	0.88075	0.000343261	2	1	-nan	1	-nan	104	1	0	1	0	0	0	1	0	1	0	0	1	0	1	
11-1995	0	0	1	0	1	34	0.845987	2.98015e-10	0.569708	0.000436619	13	0.960927	1.77748e-07	0.185244	0.544588	47	1	3.15569e-267	1	4.2695e-253	4	0.788966	0.211034	-0.225573	0.774427	169	1	0	1	0	4	0.997616	0.00238358	-0.672488	0.327512	20	1	4.79122e-138	1	1.54567e-126	0	0	1	0	1	16	0.695219	0.0027917	0.265582	0.320146	0	0	1	0	1	12	0.570074	0.052959	0.608226	0.0358702	2	1	-nan	-1	-nan	100	1	0	1	0	0	0	1	0	1	0	0	1	0	1	
12-1995	4	0.895212	0.104788	0.594705	0.405295	26	0.856828	2.31266e-08	0.531415	0.00521103	17	0.965055	3.94401e-10	0.354525	0.162639	70	1	0	1	0	2	1	-nan	1	-nan	141	1	0	1	0	4	0.989449	0.0105508	-0.199572	0.800428	96	1	0	1	0	0	0	1	0	1	13	0.230295	0.449087	0.602313	0.0293755	0	0	1	0	1	6	0.524025	0.285912	0.334824	0.516532	2	-1	-nan	-1	-nan	53	1	2.46633e-266	1	2.13965e-253	0	0	1	0	1	0	0	1	0	1	
1-1996	4	0.480911	0.519089	-0.176774	0.823226	30	0.901741	1.04099e-11	0.64736	0.000110347	20	0.931508	2.4529e-09	0.141704	0.551219	53	1	0	1	0	0	0	1	0	1	192	1	0	1	0	7	0.609841	0.145942	-0.0809941	0.862951	191	1	0	1	0	0	0	1	0	1	8	0.396852	0.330338	-0.00536895	0.989933	0	0	1	0	1	6	0.695886	0.124665	0.151435	0.774585	4	0.97293	0.0270702	0.125037	0.874963	66	1	0	1	0	0	0	1	0	1	0	0	1	0	1	
2-1996	7	0.71357	0.0717608	0.0760854	0.871207	25	0.33938	0.0969735	0.579041	0.00242249	19	0.925833	1.33695e-08	-0.0510632	0.835539	52	1	3.10669e-294	1	5.93596e-285	3	0.9999	0.00900574	0.379405	0.752257	163	1	0	1	0	7	0.899202	0.00586438	-0.307538	0.502242	138	1	0	1	0	0	0	1	0	1	6	0.833982	0.0390552	0.33916	0.510766	0	0	1	0	1	5	0.962524	0.00865988	0.756544	0.138813	4	0.998029	0.0019709	-0.778516	0.221484	63	1	0	1	8.66906e-315	2	1	-nan	1	-nan	0	0	1	0	1	
3-1996	10	0.853847	0.00166699	-0.391159	0.263679	24	0.273531	0.1959	0.75168	2.29015e-05	20	0.861222	1.08379e-06	-0.327373	0.158845	71	1	0	1	0	2	1	-nan	1	-nan	166	1	0	1	0	7	0.749241	0.0525551	-0.157895	0.735279	163	1	0	1	0	0	0	1	0	1	6	0.137315	0.795322	0.244174	0.641018	1	-nan	-nan	-nan	-nan	6	0.870787	0.0239653	0.354968	0.489912	3	0.999621	0.0175325	-0.998422	0.0357744	93	1	0	1	0	2	1	-nan	-1	-nan	0	0	1	0	1	
4-1996	16	0.920383	4.3967e-07	-0.21885	0.415455	21	0.0217708	0.925373	0.832105	2.90922e-06	24	0.946668	2.67048e-12	-0.723106	6.54935e-05	73	1	0	1	0	4	0.670884	0.329116	-0.669296	0.330704	201	1	0	1	0	7	0.109088	0.815907	0.230708	0.618677	57	1	2.15732e-312	1	1.00147e-303	0	0	1	0	1	7	0.398322	0.37613	0.00244566	0.995848	2	-1	-nan	-1	-nan	8	0.983457	1.11778e-05	0.6455	0.0838627	3	0.948856	0.204484	-0.987381	0.101242	75	1	0	1	0	1	-nan	-nan	-nan	-nan	0	0	1	0	1	
5-1996	13	0.620803	0.0235603	-0.311586	0.300047	19	0.147548	0.546642	0.695208	0.000952192	21	0.838755	2.03682e-06	-0.32263	0.153747	70	1	0	1	0	4	0.999068	0.000931929	-0.753394	0.246606	211	1	0	1	0	7	-0.245688	0.595381	0.666088	0.102347	36	1	1.13334e-232	1	8.13758e-228	0	0	1	0	1	11	0.128101	0.707394	0.0413167	0.903997	1	0.999729	-nan	0.682353	-nan	9	0.862049	0.002798	0.099978	0.798015	6	0.994845	3.9797e-05	0.0842283	0.873956	53	1	4.97754e-274	1	3.95701e-252	2	1	-nan	-1	-nan	0	0	1	0	1	
6-1996	14	0.719228	0.0037406	-0.093852	0.74963	31	0.664175	4.61781e-05	0.789555	1.29368e-07	19	0.96741	1.42073e-11	0.157905	0.518515	61	1	0	1	5.32626e-312	3	0.984591	0.111904	0.302072	0.804643	232	1	0	1	0	4	-0.283719	0.716281	0.915552	0.0844482	8	1	3.02681e-42	-nan	-nan	0	0	1	0	1	18	0.673283	0.00219368	-0.168849	0.503004	1	-nan	-nan	-nan	-nan	6	0.903033	0.0136481	0.82923	0.0412536	5	0.959269	0.0098072	-0.35083	0.562649	53	1	6.51045e-266	1	2.17005e-243	0	0	1	0	1	0	0	1	0	1	
7-1996	17	0.56625	0.0178047	0.240943	0.351548	34	0.475568	0.00447501	0.672683	1.312e-05	14	0.930374	1.41388e-06	-0.0995655	0.734874	61	1	0	1	1.58965e-312	3	0.896254	0.292556	-0.629077	0.566866	211	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	19	0.325047	0.174503	-0.228442	0.34687	1	-nan	-nan	-nan	-nan	12	0.411606	0.183711	0.31968	0.311095	4	0.972928	0.0270719	-0.488422	0.511578	63	1	4.30689e-307	1	1.79485e-283	0	0	1	0	1	0	0	1	0	1	
8-1996	16	0.900099	2.03745e-06	0.289945	0.276014	31	0.379895	0.0350308	0.509538	0.00341319	14	0.976015	2.61043e-09	0.385239	0.173752	55	1	3.38908e-305	1	8.7079e-295	2	1	-nan	-1	-nan	237	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	20	0.212944	0.367378	-0.467298	0.037761	1	-nan	-nan	-nan	-nan	13	0.823646	0.00053848	0.67119	0.0120151	4	0.97356	0.0264404	0.144047	0.855953	79	1	0	1	0	1	-nan	-nan	-nan	-nan	0	0	1	0	1	
9-1996	8	0.993738	6.10922e-07	0.16518	0.695875	32	0.55604	0.000952017	0.607273	0.000228156	16	0.988667	6.24766e-13	0.0380041	0.88887	57	1	0	1	0	4	0.982688	0.0173117	0.48909	0.51091	191	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	22	0.0505918	0.823078	-0.307828	0.163415	1	-nan	-nan	-nan	-nan	5	0.847282	0.0699777	-0.0475565	0.939472	7	0.964295	0.000453861	0.224719	0.628064	84	1	0	1	0	2	1	-nan	1	-nan	0	0	1	0	1	
10-1996	2	0.999737	-nan	0.952013	-nan	33	0.582893	0.000371333	0.811185	1.03278e-08	15	0.967757	3.66928e-09	-0.285816	0.301757	41	1	2.27335e-246	1	7.53783e-232	4	0.989228	0.0107717	-0.556149	0.443851	113	1	0	1	0	2	1	-nan	-1	-nan	12	1	-nan	6.33531e-10	1	0	0	1	0	1	17	0.655199	0.00430514	0.18069	0.48768	1	-nan	-nan	-nan	-nan	2	0.849241	-nan	0.167209	-nan	4	0.761916	0.238084	-0.536148	0.463852	79	1	0	1	0	3	0.351188	0.771556	0.323617	0.790202	0	0	1	0	1	
11-1996	0	0	1	0	1	20	0.703434	0.000539527	0.696633	0.000643448	16	0.710454	0.00204012	-0.724187	0.00151204	63	1	0	1	0	4	0.389514	0.610486	-0.138073	0.861927	140	1	0	1	0	3	0.999888	0.00951538	0.981914	0.121262	49	1	2.01423e-312	1	1.7147e-310	0	0	1	0	1	14	0.648569	0.0121058	0.466268	0.0928491	1	-nan	-nan	-nan	-nan	3	0.999998	0.00117978	-0.838098	0.367336	6	0.971963	0.00116806	-0.147735	0.78001	63	1	2.57352e-290	1	3.73454e-266	2	-1	-nan	1	-nan	0	0	1	0	1	
12-1996	0	0	1	0	1	20	0.605299	0.00468439	0.85459	1.60833e-06	17	0.625591	0.00723277	-0.175601	0.500222	58	1	0	1	0	2	-1	-nan	1	-nan	131	1	0	1	0	3	1	0.000198279	-0.982552	0.119097	101	1	0	1	0	0	0	1	0	1	10	0.612307	0.0598726	0.178868	0.621007	1	-nan	-nan	-nan	-nan	2	1	-nan	1	-nan	6	0.999266	8.07436e-07	-0.605135	0.203094	44	1	3.59889e-204	1	2.60615e-180	1	-nan	-nan	-nan	-nan	0	0	1	0	1	
1-1997	2	1	-nan	-1	-nan	19	0.556244	0.0133898	0.828192	1.19479e-05	13	0.961732	1.58777e-07	0.387465	0.190847	56	1	0	1	0	2	1	-nan	1	-nan	114	1	0	1	0	4	0.738304	0.261696	-0.956795	0.0432051	159	1	0	1	0	0	0	1	0	1	8	0.336675	0.414814	0.735059	0.0377439	1	-nan	-nan	-nan	-nan	5	0.723321	0.167262	0.96397	0.00816524	5	0.987533	0.00166779	-0.679605	0.20692	57	1	1.51941e-282	1	8.68884e-245	5	0.376599	0.532088	0.114567	0.854448	5	0.83761	0.0766129	0.3513	0.562089	
2-1997	4	0.381686	0.618314	-0.262748	0.737252	27	0.589883	0.001202	0.875663	2.23086e-09	12	0.928335	1.31889e-05	0.115257	0.721325	52	1	0	1	6.90104e-310	3	0.230387	0.852001	0.999344	0.0230613	148	1	0	1	0	5	0.966548	0.0073075	-0.785079	0.115672	180	1	0	1	0	0	0	1	0	1	8	0.710896	0.0480681	-0.0027852	0.994778	1	-nan	-nan	-nan	-nan	5	0.645409	0.239529	0.884111	0.0465263	6	0.928783	0.00742715	-0.649575	0.162681	65	1	1.74035e-319	1	3.92192e-297	6	0.210023	0.689598	0.403424	0.427693	5	0.281332	0.64658	0.538526	0.349086	
3-1997	10	0.693296	0.0262059	-0.582611	0.0771529	25	0.689802	0.000136174	0.737236	2.6214e-05	19	0.888943	3.63567e-07	0.0147177	0.952315	64	1	0	1	0	2	1	-nan	-1	-nan	167	1	0	1	0	6	0.643394	0.168078	0.339056	0.510905	183	1	0	1	0	0	0	1	0	1	10	0.381252	0.277028	0.0869526	0.811223	1	-nan	-nan	-nan	-nan	4	0.174445	0.825555	0.266128	0.733872	8	0.992649	9.87495e-07	-0.681913	0.0624858	56	1	2.17591e-279	1	9.16922e-263	6	0.918551	0.00968085	0.806772	0.0523982	7	0.400481	0.373305	0.369112	0.415176	
4-1997	12	0.949383	2.40284e-06	-0.263243	0.408421	24	0.402071	0.0514529	0.689492	0.000193723	15	0.759779	0.00101409	-0.0665942	0.813585	75	1	0	1	0	4	0.8935	0.1065	-0.389835	0.610165	176	1	0	1	0	7	-0.0523174	0.911305	0.454324	0.305787	98	1	0	1	0	0	0	1	0	1	10	0.312574	0.379224	0.295409	0.407294	2	1	-nan	-1	-nan	0	0	1	0	1	6	0.999428	4.91247e-07	-0.555234	0.252734	54	1	4.53808e-256	1	9.52686e-240	5	0.84617	0.0707313	0.340585	0.57489	4	0.634097	0.365903	0.519181	0.480819	
5-1997	9	0.504078	0.166451	-0.336822	0.375436	16	0.319176	0.228213	0.669359	0.00456827	20	0.842235	3.19539e-06	-0.710224	0.000450352	88	1	0	1	0	0	0	1	0	1	226	1	0	1	0	6	0.0224954	0.966263	0.656662	0.156585	36	1	5.2615e-234	1	9.87806e-223	0	0	1	0	1	12	0.13601	0.673406	-0.346466	0.269913	1	-nan	-nan	-nan	-nan	0	0	1	0	1	6	0.979162	0.000646825	-0.0239364	0.964102	57	1	1.48807e-278	1	2.29331e-248	5	0.388449	0.518147	-0.86119	0.0607726	5	-0.012032	0.984681	0.465147	0.429866	
6-1997	16	0.727627	0.00139898	-0.39915	0.125628	23	0.710483	0.00014536	0.521493	0.0107109	17	0.93022	6.37072e-08	-0.280943	0.274694	77	1	0	1	0	1	-nan	-nan	-nan	-nan	193	1	0	1	0	5	-0.0141876	0.981936	0.804596	0.100595	0	0	1	0	1	0	0	1	0	1	17	0.488091	0.0468413	-0.0220587	0.933031	1	-nan	-nan	-nan	-nan	4	0.949595	0.0504053	0.122253	0.877747	6	0.923045	0.00865514	-0.472009	0.344567	69	1	0	1	3.21186e-305	4	0.551353	0.448647	0.458317	0.541683	2	0.810723	-nan	0.740059	-nan	
7-1997	14	0.293028	0.30928	-0.481941	0.0809683	23	0.705019	0.000172173	0.448558	0.0318084	11	0.809162	0.00255459	-0.264453	0.431964	69	1	0	1	0	5	0.912849	0.0304775	-0.107024	0.863994	232	1	0	1	0	2	-1	-nan	1	-nan	0	0	1	0	1	0	0	1	0	1	18	0.596416	0.00898655	-0.153237	0.543813	1	-nan	-nan	-nan	-nan	6	0.95533	0.00294855	0.468457	0.348717	7	0.949402	0.00107625	-0.286581	0.533214	67	1	3.83246e-306	1	4.99844e-256	7	0.652048	0.112486	-0.496256	0.257314	4	-0.0826131	0.917387	0.457534	0.542466	
8-1997	9	0.789636	0.0113659	-0.138315	0.72268	28	0.521059	0.00446726	0.00823117	0.966841	15	0.941741	1.61124e-07	-0.0106967	0.969819	69	1	0	1	0	3	0.988615	0.0961553	0.00444115	0.997173	106	1	0	1	0	0	0	1	0	1	12	1	1.36035e-76	-1.09198e-09	1	0	0	1	0	1	14	0.665196	0.00943011	-0.111804	0.703556	1	-nan	-nan	-nan	-nan	9	0.786904	0.0118569	0.779945	0.0131715	6	0.956344	0.00281715	-0.465902	0.351712	80	1	0	1	0	7	0.933787	0.00209039	0.613056	0.143238	3	0.381562	0.750772	0.779865	0.430575	
9-1997	9	0.971833	1.20135e-05	-0.433021	0.244331	30	0.759336	1.14449e-06	0.205023	0.277108	20	0.851735	1.89508e-06	-0.138717	0.559725	59	1	0	1	0	2	1	-nan	1	-nan	149	1	0	1	0	2	1	-nan	1	-nan	16	1	1.56023e-69	-1.87175e-12	1	0	0	1	0	1	17	0.421561	0.0919191	-0.591905	0.0123104	1	-nan	-nan	-nan	-nan	11	0.596167	0.0528982	0.850199	0.000914906	5	0.696996	0.190858	-0.54068	0.346777	59	1	6.85037e-264	1	6.37999e-253	5	0.931155	0.0214587	-0.45661	0.439513	3	0.432994	0.714914	0.784076	0.426274	
10-1997	0	0	1	0	1	29	0.809944	1.02236e-07	0.338551	0.072426	24	0.851957	1.27935e-07	-0.168025	0.432562	60	1	0	1	0	4	0.619942	0.380058	-0.934291	0.0657092	178	1	0	1	0	2	-1	-nan	1	-nan	24	1	1.44171e-108	1	8.50392e-98	0	0	1	0	1	11	0.396426	0.227415	0.204951	0.545489	2	1	-nan	-1	-nan	8	0.482955	0.225415	0.67978	0.0636368	5	0.80667	0.0990306	-0.618907	0.265672	48	1	1.96979e-204	1	7.95145e-190	7	0.976674	0.000157612	0.175206	0.707105	2	0.506148	-nan	0.822016	-nan	
11-1997	0	0	1	0	1	20	0.831521	5.53815e-06	0.498723	0.0251994	16	0.739027	0.0010724	-0.448122	0.081722	61	1	0	1	0	3	0.868881	0.329679	-1	0.000448084	156	1	0	1	0	2	1	-nan	1	-nan	45	1	1.53215e-257	1	6.45916e-239	0	0	1	0	1	11	0.0735905	0.829744	0.516646	0.103693	3	0.995642	0.059459	0.405808	0.73398	7	0.390689	0.386183	0.834608	0.0195046	7	0.972665	0.000233807	-0.245751	0.595283	48	1	1.8994e-190	1	3.23975e-166	6	0.983367	0.000412659	-0.0333167	0.950043	2	0.555899	-nan	0.852464	-nan	
12-1997	3	-0.985737	0.107652	0.95348	0.194946	10	0.94257	4.43898e-05	0.245589	0.494021	9	0.951884	7.6748e-05	-0.521705	0.14971	56	1	0	1	0	4	0.575592	0.424408	-0.415218	0.584782	120	1	0	1	0	3	0.998046	0.0398057	0.822804	0.384817	63	1	0	1	0	0	0	1	0	1	7	0.426434	0.340049	-0.244441	0.59731	4	0.961922	0.0380777	-0.22206	0.77794	5	0.476169	0.417484	0.986552	0.00186832	6	0.942321	0.00489442	-0.124384	0.814386	54	1	7.61821e-225	1	1.76893e-203	7	0.994161	4.98856e-06	0.147551	0.752228	3	0.132752	0.915237	0.646298	0.552633	
1-1998	0	0	1	0	1	8	0.179949	0.669808	0.00319879	0.994002	11	0.805308	0.00277851	0.0665302	0.845901	56	1	0	1	0	3	0.806326	0.402906	0.688011	0.516968	103	1	0	1	0	5	0.973242	0.00523322	0.124045	0.842466	253	1	0	1	0	0	0	1	0	1	0	0	1	0	1	4	0.951366	0.048634	0.397927	0.602073	0	0	1	0	1	7	0.781954	0.037767	0.40071	0.373006	73	1	3.89322e-308	1	7.59599e-292	2	1	-nan	1	-nan	2	0.625266	-nan	0.830725	-nan	
2-1998	5	0.983365	0.00256905	0.185526	0.765143	12	0.689342	0.0131382	0.399902	0.197737	17	0.670539	0.00321975	-0.189116	0.467256	71	1	0	1	0	4	0.996182	0.00381849	0.172812	0.827188	184	1	0	1	0	4	0.688312	0.311688	-0.164552	0.835448	167	1	0	1	0	0	0	1	0	1	11	0.578113	0.0624738	0.317654	0.341144	4	0.999886	0.000114117	-0.0192698	0.98073	7	0.981016	9.44034e-05	0.894138	0.0066103	6	0.972183	0.00114994	-0.496596	0.316338	76	1	0	1	3.82401e-301	1	-nan	-nan	-nan	-nan	1	0.906398	-nan	0.916306	-nan	
3-1998	11	0.977172	2.32431e-07	-0.330958	0.320151	23	0.665163	0.000533846	0.775381	1.38707e-05	15	0.781058	0.00058675	-0.235738	0.397654	78	1	0	1	0	4	0.80439	0.19561	0.624643	0.375357	186	1	0	1	0	5	0.987039	0.00176777	0.979426	0.00353151	105	1	0	1	0	0	0	1	0	1	13	-0.123501	0.687709	0.162044	0.59687	2	1	-nan	1	-nan	6	0.523598	0.286376	0.907179	0.0125237	9	0.955663	5.78546e-05	0.783484	0.0124915	56	1	1.23519e-224	1	1.81434e-197	5	0.964447	0.00800427	0.351312	0.562075	2	0.768917	-nan	0.812104	-nan	
4-1998	11	0.763803	0.00621496	-0.811584	0.00242091	25	0.933957	9.23955e-12	0.859891	3.62625e-08	21	0.875312	2.05643e-07	-0.408863	0.065723	95	1	0	1	0	5	0.881881	0.0478593	-0.231086	0.708413	170	1	0	1	0	5	0.725573	0.165285	0.604451	0.280233	64	1	0	1	3.45846e-323	0	0	1	0	1	11	0.711206	0.0141298	0.0555783	0.871067	8	0.997029	6.53831e-08	-0.542209	0.16504	4	0.950222	0.0497781	0.722571	0.277429	8	0.923975	0.00103683	-0.293344	0.480718	48	1	8.03414e-186	1	2.96811e-170	6	0.974986	0.00093074	0.170721	0.746406	2	0.685296	-nan	0.837567	-nan	
5-1998	8	0.945497	0.000388393	-0.529032	0.177604	31	0.646302	8.57648e-05	0.490028	0.00513702	17	0.884665	2.40978e-06	0.397357	0.114245	88	1	0	1	0	4	0.995878	0.00412189	0.37578	0.62422	114	1	0	1	0	7	0.0579263	0.901826	0.729189	0.0629533	37	1	3.6571e-204	1	9.3835e-196	0	0	1	0	1	14	0.278635	0.334722	0.0287362	0.922317	4	0.961251	0.0387487	0.179918	0.820082	1	0.988243	-nan	0.648017	-nan	8	0.98029	1.88617e-05	-0.117285	0.782099	48	1	1.36502e-183	1	9.69575e-167	6	0.989669	0.000159544	-0.101728	0.847935	2	0.673704	-nan	0.794729	-nan	
6-1998	15	0.775153	0.000686872	-0.0918928	0.744641	41	0.90219	8.01402e-16	0.330106	0.0350455	10	0.880261	0.000776445	-0.361262	0.305051	79	1	0	1	0	9	0.766137	0.0160621	0.0113628	0.976854	150	1	0	1	0	5	-0.15478	0.803718	0.285355	0.641667	12	1	1.75434e-51	7.27365e-12	1	0	0	1	0	1	21	0.0307743	0.894651	-0.349017	0.120975	3	0.967177	0.163561	0.760384	0.450022	8	0.952516	0.000258213	0.933423	0.000701401	7	0.996789	1.12026e-06	0.817758	0.0246208	48	1	1.24502e-175	1	7.12129e-163	6	0.921425	0.00901844	-0.250623	0.631936	3	0.259936	0.832597	0.700171	0.506214	
7-1998	14	0.9393	6.33044e-07	-0.211836	0.467205	44	0.67748	4.39907e-07	0.566806	6.04048e-05	10	0.958844	1.19427e-05	0.335357	0.343491	73	1	0	1	0	6	0.86657	0.0255174	-0.118131	0.823628	164	1	0	1	0	6	0.990423	0.000137153	0.209922	0.689743	12	1	2.04507e-49	-2.91983e-12	1	0	0	1	0	1	24	0.19619	0.358204	-0.251212	0.236378	4	0.971896	0.0281044	0.228327	0.771673	7	0.469493	0.287821	0.709936	0.0738986	9	0.998345	6.06376e-10	0.705489	0.0337313	54	1	1.27767e-218	1	1.27786e-210	4	0.99939	0.000610288	0.65394	0.34606	2	0.410387	-nan	0.73073	-nan	
8-1998	13	0.929668	4.24077e-06	-0.205819	0.499932	41	0.916013	4.66225e-17	0.388245	0.0121291	8	0.975201	3.74224e-05	-0.502386	0.204522	75	1	0	1	0	4	0.794708	0.205292	0.357159	0.642841	166	1	0	1	0	5	0.95464	0.0115176	-0.670185	0.21577	28	1	4.01078e-172	1	7.66918e-169	0	0	1	0	1	28	0.410919	0.0298386	-0.289586	0.134987	7	0.885105	0.00807116	-0.59144	0.161907	17	0.819946	5.58577e-05	0.716686	0.00120719	7	0.968668	0.000328173	0.71848	0.0689252	42	1	1.07893e-166	1	1.05284e-165	2	1	-nan	-1	-nan	4	0.977108	0.0228924	-0.00167439	0.998326	
9-1998	5	0.994152	0.000536391	-0.902176	0.0361844	38	0.600801	6.65499e-05	0.344624	0.0341048	3	0.98542	0.108845	0.997932	0.0409475	69	1	0	1	0	6	0.708728	0.114904	-0.411967	0.417009	203	1	0	1	0	2	1	-nan	-1	-nan	0	0	1	0	1	0	0	1	0	1	23	0.600303	0.00245804	-0.129227	0.556758	5	0.951357	0.0127841	-0.0815542	0.896277	18	0.86555	3.49129e-06	0.902069	3.11642e-07	7	0.955211	0.000795956	0.631664	0.12809	48	1	4.72692e-188	1	9.23941e-177	4	0.986909	0.0130906	0.52174	0.47826	2	0.49065	-nan	0.474342	-nan	
